accession,taxid
AF121727.1,90166
AF121726.1,90211
AF121725.1,90159
AF121724.1,90227
AF121723.1,90376
AF121722.1,90202
AF121721.1,90375
AF121720.1,90169
AF121719.1,90190
AF121718.1,90222
AF121717.1,90189
AF121716.1,90210
AF121715.1,90214
AF121714.1,90208
AF121713.1,90195
AF121712.1,90212
AF121711.1,90185
AF121710.1,90160
AF121709.1,90175
AF121708.1,90201
AF121707.1,90154
AF121706.1,90215
AF121705.1,90198
AF121704.1,90218
AF121703.1,90170
AF121702.1,90213
AF121701.1,90199
AF121700.1,90155
AF121699.1,90179
AF121698.1,90171
AF121697.1,90223
AF121696.1,90186
AF121695.1,90184
AF121694.1,90191
AF121693.1,90219
AF121692.1,90181
AF121691.1,90163
AF121690.1,90156
AF121689.1,90187
AF121688.1,90197
AF121687.1,90200
AF121686.1,90374
AF121685.1,90226
AF121684.1,90178
AF121683.1,90225
AF121682.1,90173
AF121681.1,90167
AF121680.1,90194
AF121679.1,90162
AF121678.1,90172
AF121677.1,90176
AF121676.1,90209
AF121675.1,649199
AF121674.1,20401
EU224210.1,495260
GU059873.1,241230
GU059872.1,140783
FJ482251.1,149633
FJ537286.1,339481
FJ040171.1,145780
FJ040170.1,145780
FJ040169.1,129757
FJ040168.1,52709
FJ040167.1,214848
FJ040166.1,129748
FJ040165.1,453164
FJ040164.1,453164
FJ040163.1,89343
FJ040162.1,89343
FJ040161.1,145778
FJ040160.1,214845
EU853717.1,556916
EU853716.1,573917
EU853715.1,556915
EU853714.1,556913
EU853713.1,556912
EU853712.1,556910
EU853711.1,556909
EU853710.1,556907
EU781464.1,196514
EU781463.1,196514
EU781461.1,481938
EU781460.1,481938
EU781459.1,72978
EU781456.1,561178
EU781455.1,561178
EU781454.1,561178
EU781453.1,561178
EU781452.1,561178
EU781451.1,561178
EU781450.1,561178
EU781449.1,561178
EU781448.1,561178
EU781447.1,561178
EU781446.1,561179
EU781445.1,561179
EU781444.1,561179
EU781443.1,561179
EU781442.1,561179
EU781441.1,561179
EU781440.1,561179
EU781439.1,561179
EU781438.1,561179
EU781437.1,561179
EU781436.1,561179
EU781435.1,561179
EU781434.1,561179
EU781433.1,561179
EU781432.1,561179
EU781431.1,561179
EU781430.1,561179
EU781429.1,561179
EU781428.1,561179
EU781427.1,561179
EU781426.1,561179
EU781425.1,561179
EU781424.1,561179
EU781423.1,561179
EU781422.1,561179
EU781421.1,561179
EU781420.1,561179
EU781419.1,408821
EU781418.1,526933
EU781417.1,547780
EU781416.1,547782
EU781415.1,547782
EU781414.1,547781
EU781413.1,547781
EU781412.1,41480
EU781411.1,41480
EU781410.1,556905
EU781409.1,71035
EU781408.1,556917
EU781407.1,556917
EU781406.1,556906
EU781405.1,556906
EU781404.1,556906
EU781403.1,556906
EU781402.1,556906
EU781401.1,561179
EU781400.1,561179
EU781399.1,561179
EU781398.1,561179
EU781397.1,561179
EU781396.1,561179
EU781395.1,561179
EU781394.1,561179
EU781393.1,561179
EU781392.1,561179
EU781391.1,561179
EU781390.1,561178
EU781389.1,561178
EU781388.1,561178
EU781387.1,561178
EU781386.1,561178
EU781385.1,561178
EU781384.1,561178
EU781383.1,561178
EU781382.1,561178
EU781381.1,561178
EU781380.1,561178
EU781379.1,561178
EU781378.1,561178
EU781377.1,561178
EU781376.1,561178
EU781375.1,561178
EU781374.1,561178
EU781373.1,561178
EU781372.1,561178
EU781371.1,561178
EU781370.1,561178
EU781369.1,561178
EU781368.1,561178
EU781367.1,561178
EU781366.1,561178
EU781365.1,561178
EU781364.1,561178
EU781363.1,561178
EU781362.1,561178
EU781361.1,561178
EU781360.1,561178
EU781359.1,561178
EU781358.1,561178
EU781357.1,561178
EU781356.1,561178
EU781355.1,561178
EU781354.1,561178
EU781353.1,561178
EU781352.1,561178
EU781351.1,561178
EU781350.1,561178
EU781349.1,561178
EU781348.1,561178
EU781347.1,561178
EU781346.1,561178
EU781345.1,561178
EU781344.1,561178
EU781343.1,561178
EU781342.1,561178
EU781341.1,561178
EU781340.1,561178
EU781339.1,561178
EU781338.1,561178
EU781337.1,561178
EU781336.1,561178
EU781335.1,561178
EU781334.1,561178
EU781333.1,561178
EU781332.1,561178
EU781331.1,561178
EU781330.1,561178
EU781329.1,561178
EU781328.1,561178
EU781327.1,561178
EU781326.1,556904
EU781325.1,556904
EU781324.1,556904
EU781323.1,556904
EU781322.1,556904
EU781321.1,556904
EU781320.1,561178
EU781319.1,561178
EU781318.1,561178
EU781317.1,561178
EU781316.1,561178
EU781315.1,561178
EU781314.1,561178
EU781313.1,561178
EU781312.1,561178
EU781311.1,561178
EU781310.1,561178
EU781309.1,199233
EU781308.1,199233
EU781307.1,199233
EU781306.1,199233
EU781305.1,199233
EU781304.1,199233
EU781303.1,199233
EU781302.1,199233
EU781301.1,199233
EU781300.1,199233
EU781299.1,199233
EU781298.1,199233
EU781297.1,199233
EU781296.1,199233
EU781295.1,199233
EU781294.1,561179
EU781293.1,561179
EU781292.1,561179
EU781291.1,561179
EU781290.1,561179
EU781289.1,561179
EU781288.1,561179
EU781287.1,561179
EU781286.1,561179
EU781285.1,561179
EU781284.1,561179
EU781283.1,561179
EU781282.1,199233
EU781281.1,199233
EU781280.1,199233
EU781279.1,199233
EU781278.1,199233
EU781277.1,199233
EU781276.1,561179
EU781275.1,561179
EU781274.1,561179
EU781273.1,561179
EU781272.1,561179
EU781271.1,561179
EU781270.1,561179
EU781269.1,561179
EU781268.1,561179
EU781267.1,561179
EU781266.1,561179
EU781265.1,561179
EU781264.1,561179
EU781263.1,561179
EU781262.1,561179
EU781261.1,561179
EU781260.1,561179
EU781259.1,199233
EU781258.1,199233
EU781257.1,199233
EU781256.1,199233
EU781255.1,199233
EU781254.1,199233
EU781253.1,556911
EU781252.1,556911
EU781251.1,561178
EU781250.1,556908
EU781249.1,199233
EU781248.1,199233
EU781247.1,199233
EU781246.1,561179
EU781245.1,561179
EU781244.1,561179
EU781243.1,199233
EU781242.1,199233
EU781241.1,199233
EU781240.1,199233
EU781239.1,561179
EU781238.1,561179
EU781237.1,561179
EU781236.1,561179
EU781235.1,561179
EU781234.1,561179
EU781233.1,199233
EU781232.1,199233
EU781231.1,199233
EU781230.1,561179
EU781229.1,561179
EU781228.1,561179
EU781227.1,561179
EU781226.1,199233
EU781225.1,199233
EU781224.1,199233
EU781223.1,199233
EU781222.1,199233
EU781221.1,199233
EU781220.1,199233
EU781219.1,199233
EU781218.1,199233
EU781217.1,199233
EU781216.1,199233
EU781215.1,199233
EU781214.1,199233
EU781213.1,199233
EU781212.1,199233
EU781211.1,199233
EU781210.1,199233
EU781209.1,199233
EU781208.1,199233
EU781207.1,199233
EU781206.1,199233
EU781205.1,199233
EU781204.1,199233
EU781203.1,199233
EU781202.1,199233
EU781201.1,199233
EU781200.1,199233
EU781199.1,199233
EU781198.1,199233
EU781197.1,199233
EU781196.1,199233
EU781195.1,199233
EU781194.1,199233
EU781193.1,199233
EU781192.1,199233
EU781191.1,199233
EU781190.1,199233
EU781189.1,199233
EU781188.1,199233
EU781187.1,199233
EU781186.1,199233
EU781185.1,199233
EU781184.1,199233
EU781183.1,199233
EU781182.1,199233
EU781181.1,199233
EU781180.1,199233
EU781179.1,199233
EU781178.1,199233
EU781177.1,199233
EU781176.1,199233
EU781175.1,199233
EU781174.1,199233
EU781173.1,199233
EU781172.1,199233
EU781171.1,561179
EU781170.1,561179
EU781169.1,561179
EU781168.1,561179
EU781167.1,561179
EU781166.1,561179
EU781165.1,561179
EU781164.1,561179
EU781163.1,561179
EU781162.1,561179
EU781161.1,561179
EU781160.1,561179
EU781159.1,561179
EU781158.1,561179
EU781157.1,561179
EU781156.1,561179
EU781155.1,561179
EU781154.1,561179
EU781153.1,561179
EU781152.1,561179
EU781151.1,561179
EU781150.1,561179
EU781149.1,561179
EU781148.1,561179
EU781147.1,556914
EU781146.1,561178
EU781145.1,561178
EU781144.1,561178
EU781143.1,556914
EU781142.1,556914
EU781141.1,321986
EU781140.1,321986
EU781139.1,526936
EU781138.1,526936
EU637361.1,524207
EU637360.1,524207
EU637359.1,524207
EU637358.1,524207
EU637357.1,524207
EU637356.1,524206
EU637355.1,524206
EU637354.1,524206
EU637353.1,524206
EU637352.1,524206
EU637351.1,524206
EU637350.1,524206
EU637349.1,524206
EU637348.1,524206
EU637347.1,524206
EU637346.1,524205
EU637345.1,524205
EU637344.1,524205
EU637343.1,524205
EU637342.1,524205
EU637341.1,524205
EU637340.1,524215
EU637339.1,524215
EU637338.1,524215
EU637337.1,524215
EU637336.1,524215
EU637335.1,524214
EU637334.1,524214
EU637333.1,524214
EU637332.1,524214
EU637331.1,524214
EU637330.1,524214
EU637329.1,524214
EU637328.1,524213
EU637327.1,524213
EU637326.1,524213
EU637325.1,524213
EU637324.1,524213
EU637323.1,524213
EU637322.1,524213
EU637321.1,524213
EU637320.1,524213
EU637319.1,524213
EU637318.1,524212
EU637317.1,524212
EU637316.1,524212
EU637315.1,524212
EU637314.1,524212
EU637313.1,524212
EU637312.1,524212
EU637311.1,524212
EU637310.1,524212
EU637309.1,524212
EU637308.1,524212
EU637307.1,524212
EU637306.1,524211
EU637305.1,524211
EU637304.1,524211
EU637303.1,524211
EU637302.1,524211
EU637301.1,524211
EU637300.1,524211
EU637299.1,524211
EU637298.1,524211
EU637297.1,524211
EU637296.1,524210
EU637295.1,524210
EU637294.1,524210
EU637293.1,524210
EU637292.1,524210
EU637291.1,524210
EU637290.1,524210
EU637289.1,524210
EU637288.1,524210
EU637287.1,524210
EU637286.1,90055
EU637285.1,90055
EU637284.1,90055
EU637283.1,90055
EU637282.1,90055
EU637281.1,90055
EU637280.1,90055
EU637279.1,90055
EU637278.1,90055
EU637277.1,524209
EU637276.1,524209
EU637275.1,524209
EU637274.1,524209
EU637273.1,524209
EU637272.1,524209
EU637271.1,524209
EU637270.1,524209
EU637269.1,524209
EU637268.1,524209
EU637267.1,524209
EU637266.1,524208
EU637265.1,524208
EU637264.1,524208
EU637263.1,524208
EU637262.1,524208
EU637261.1,524208
EU637260.1,524208
EU637259.1,524208
EU637258.1,524208
EU637257.1,524208
EU637256.1,90052
EU637255.1,90052
EU637254.1,90052
EU637253.1,90052
EU637252.1,90052
EU637251.1,525226
EU637250.1,525226
EU637249.1,525226
EU637248.1,525226
EU637247.1,525226
EU637246.1,525226
EU637245.1,525226
EU637244.1,525226
EU637243.1,525226
EU637242.1,525226
EU637241.1,524204
EU637240.1,524204
EU637239.1,524204
EU637238.1,524204
EU637237.1,524204
EU637236.1,524204
EU637235.1,524204
EU637234.1,524204
EU637233.1,524204
EU637232.1,524203
EU637231.1,524203
EU637230.1,524203
EU637229.1,524203
EU637228.1,524203
EU637227.1,524203
EU637226.1,524203
EU637225.1,524203
EU637224.1,524203
EU637223.1,524203
EU637222.1,524202
EU637221.1,524202
EU637220.1,524202
EU637219.1,524202
EU637218.1,524202
EU637217.1,524202
EU637216.1,524202
EU637215.1,524202
EU637214.1,524202
EU637213.1,524202
EU637212.1,524202
EU637211.1,524201
EU637210.1,524201
EU637209.1,524201
EU637208.1,524201
EU637207.1,524201
EU637206.1,524201
EU637205.1,524201
EU637204.1,524201
EU637203.1,524201
EU637202.1,524201
EU637201.1,524200
EU637200.1,524199
EU637199.1,524199
EU637198.1,524199
EU637197.1,524199
EU637196.1,524199
EU637195.1,524199
EU637194.1,524198
EU637193.1,524198
EU637192.1,524198
EU637191.1,524198
EU637190.1,524198
EU637189.1,524198
EU637188.1,524198
EU637187.1,524198
EU637186.1,524198
EU637185.1,524198
EU637184.1,525225
EU637183.1,525225
EU637182.1,525225
EU637181.1,525225
EU637180.1,525225
EU637179.1,525225
EU637178.1,525225
EU637177.1,525225
EU637176.1,525225
EU637175.1,525225
EU637174.1,524197
EU637173.1,524197
EU637172.1,524197
EU637171.1,524197
EU637170.1,524197
EU637169.1,524197
EU637168.1,524197
EU637167.1,524197
EU637166.1,524197
EU637165.1,524197
EU637164.1,524196
EU637163.1,524196
EU637162.1,524196
EU637161.1,524196
EU637160.1,524196
EU637159.1,524196
EU637158.1,524196
EU637157.1,524196
EU637156.1,524196
EU637155.1,524196
EU637154.1,524195
EU637153.1,524195
EU637152.1,524195
EU637151.1,524195
EU637150.1,524195
EU637149.1,524195
EU637148.1,524195
EU637147.1,524195
EU637146.1,524195
EU637145.1,524195
EU637144.1,524195
EU637143.1,125326
EU637142.1,125326
EU637141.1,125326
EU637140.1,125326
EU637139.1,125326
EU637138.1,125326
EU637137.1,125326
EU637136.1,125326
EU637135.1,125326
EU637134.1,524194
EU637133.1,524194
EU637132.1,524194
EU637131.1,524194
EU637130.1,524194
EU637129.1,524194
EU637128.1,90022
EU637127.1,90022
EU637126.1,90022
EU637125.1,90022
EU637124.1,90022
EU637123.1,90022
EU637122.1,90022
EU637121.1,90022
EU637120.1,524193
EU637119.1,524193
EU637118.1,524193
EU637117.1,524193
EU637116.1,524193
EU637115.1,524193
EU637114.1,524192
EU637113.1,524192
EU637112.1,524192
EU637111.1,524192
EU637110.1,524192
EU637109.1,524192
EU637108.1,524192
EU637107.1,524192
EU637106.1,524192
EU637105.1,524192
EU637104.1,525224
EU637103.1,525224
EU637102.1,525224
EU637101.1,525224
EU637100.1,525224
EU637099.1,525224
EU637098.1,525224
EU637097.1,525224
EU637096.1,525224
EU637095.1,525224
EU637094.1,525223
EU637093.1,525223
EU637092.1,525223
EU637091.1,525223
EU637090.1,525223
EU637089.1,525223
EU637088.1,525223
EU637087.1,525223
EU637086.1,525223
EU637085.1,525223
EU483664.1,372277
EU483663.1,241205
EU483662.1,372257
EU483661.1,372271
EU483660.1,372268
EU483659.1,372268
EU282989.1,486703
EU282988.1,486708
EU282987.1,90180
EU282986.1,486717
EU282985.1,486716
EU282984.1,486705
EU282983.1,486702
EU282982.1,486715
EU282981.1,90206
EU282980.1,486704
EU282979.1,486718
EU282978.1,486707
EU282977.1,486710
EU282976.1,486701
EU282975.1,90157
EU282974.1,486714
EU282973.1,486706
EU282972.1,486699
EU282971.1,486713
EU282970.1,486712
EU282969.1,486711
EU282968.1,486709
EU200234.1,481948
EU200233.1,71036
EU200232.1,481947
EU200231.1,481946
EU200230.1,481945
EU200229.1,55612
EU200228.1,481943
EU200227.1,481942
EU200226.1,481940
EU200225.1,41480
EU200224.1,481939
EU200223.1,481937
EU200222.1,481936
EU200200.1,481919
EU200199.1,481919
EU001082.1,418163
EU001081.1,418163
EU001080.1,418163
EU001079.1,418163
EU001078.1,140866
EU001077.1,140865
EU001076.1,240693
EU001075.1,433015
EU001074.1,433015
EU001073.1,433014
EU001072.1,433013
EU001071.1,240665
EU001070.1,240667
EU001069.1,418181
EU001068.1,418181
EU001067.1,418181
EU001066.1,433009
EU001065.1,472450
EU001064.1,240668
EU001063.1,312766
EU001062.1,312766
EU001061.1,312766
EU001060.1,312766
EU001059.1,312766
EU001058.1,312766
EU001057.1,312766
EU001056.1,312766
EU001055.1,312766
EU001054.1,312766
EU001053.1,472449
EU001052.1,472449
EU001051.1,312763
EU001050.1,314456
EU001049.1,314455
EU001048.1,240661
EU001047.1,472448
EU001046.1,240676
EU001045.1,240676
EU001044.1,472447
EU001043.1,433002
EU001042.1,240683
EU001041.1,314442
EU001040.1,472446
EU001039.1,472446
EU001038.1,433000
EU001037.1,432999
EU001036.1,472445
EU001035.1,312756
EU001034.1,240694
EU001033.1,240694
EU001032.1,140833
EU001031.1,140832
EU001030.1,140832
EU001029.1,140832
EU001028.1,140832
EU001027.1,140832
EU001026.1,240664
EU001025.1,472444
EU001024.1,140826
EU001023.1,312750
EU001022.1,418299
EU001021.1,140823
EU001020.1,432992
EU001019.1,312745
EU001018.1,472443
EU001017.1,418163
EU001016.1,418163
EU001015.1,418163
EU001014.1,418163
EU001013.1,418163
EU001012.1,418163
EU001011.1,418163
EU001010.1,418163
EU001009.1,418163
EU001008.1,418163
EU001007.1,418163
EU001006.1,418163
EU001005.1,418163
EU001004.1,418163
EU001003.1,418163
EU001002.1,418163
EU001001.1,418163
EU001000.1,418163
EU000999.1,418163
EU000998.1,418163
EU000997.1,418163
EU000996.1,418163
EU000995.1,418163
EU000994.1,418163
EU000993.1,418163
EU000992.1,418163
EU000991.1,418163
EU000990.1,418163
EU000989.1,418163
EU000988.1,418163
EU000987.1,418163
EU000986.1,418163
EU000985.1,418163
EU000984.1,418163
EU000983.1,418163
EU000982.1,472442
EU000981.1,472441
EU000980.1,472441
EU000979.1,69871
EU000978.1,432987
EU000977.1,140806
EU000976.1,312740
EU000975.1,111420
EU000974.1,140803
EU000973.1,140803
EU000972.1,140803
EU000971.1,140803
EU000970.1,140803
EU000969.1,140803
EU000968.1,140803
EU000967.1,140803
EU000966.1,140803
EU000965.1,140803
EU000964.1,140803
EU000963.1,240670
EU000962.1,240670
EU000961.1,312739
EU000960.1,472440
EU000959.1,240674
EU000958.1,380461
EU000957.1,314412
EU000956.1,312738
EU000955.1,432985
EU000954.1,240692
EU000953.1,432983
EU000952.1,100277
EU000951.1,100277
EU000950.1,100277
EU000949.1,100277
EU000948.1,100277
EU000947.1,100277
EU000946.1,100277
EU000945.1,100277
EU000944.1,100277
EU000943.1,100277
EU000942.1,100277
EU000941.1,100277
EU000940.1,100277
EU000939.1,100277
EU000938.1,100277
EU000937.1,100277
EU000936.1,100277
EU000935.1,100277
EU000934.1,100277
EU000933.1,100277
EU000932.1,100277
EU000931.1,312731
EU000930.1,240677
EU000929.1,432981
EU000928.1,472439
EU000927.1,234466
EU000926.1,234466
EU000925.1,98862
EU000924.1,432976
EU000923.1,140784
EU000922.1,432975
EU000921.1,432975
EU036199.1,120406
EU125372.1,471153
EU125371.1,471153
EU125370.1,471153
EU125369.1,471150
EU125368.1,199520
EU125367.1,199520
EU125366.1,199520
EU125365.1,471152
EU125364.1,471152
EU125363.1,471152
EU125362.1,330183
EU125361.1,59297
EU125360.1,59297
EU125359.1,471154
EU125358.1,462879
EU125357.1,471149
EU125356.1,471148
EU125355.1,471151
EU125354.1,471147
EU125353.1,471146
EF517898.1,458388
EF396977.1,89343
EF396976.1,445762
EF396975.1,445761
EF396974.1,445761
EF396973.1,145781
EF396972.1,145781
EF396971.1,145781
EF396970.1,310256
EF396965.1,129760
EF396964.1,129760
EF396963.1,129760
EF396962.1,52830
EF396961.1,86019
EF396960.1,29675
DQ859054.1,85679
DQ859053.1,85679
DQ859052.1,85679
DQ859051.1,52152
DQ859050.1,52152
DQ859049.1,52152
DQ859048.1,52152
DQ461130.1,314485
DQ461129.1,314485
DQ461128.1,314485
DQ461127.1,314485
DQ461126.1,314485
DQ461125.1,314485
DQ461124.1,314471
DQ461123.1,314471
DQ461122.1,314461
DQ461121.1,314461
DQ461120.1,314461
DQ461119.1,314461
DQ461118.1,314461
DQ461117.1,314461
DQ461116.1,203791
DQ461115.1,203791
DQ461114.1,203791
DQ461113.1,203791
DQ461112.1,203791
DQ461111.1,312741
DQ461110.1,312741
DQ461109.1,312741
DQ461108.1,312741
DQ461107.1,312741
DQ461106.1,312741
DQ461105.1,312741
DQ461104.1,234467
DQ461103.1,234467
DQ461102.1,234467
DQ461101.1,234467
DQ461100.1,234467
DQ461099.1,234467
DQ461098.1,240687
DQ461097.1,240687
DQ461096.1,240687
DQ461095.1,240687
DQ461094.1,240687
DQ461093.1,240687
DQ461092.1,240687
DQ461091.1,240687
DQ471709.1,265129
DQ471708.1,265129
DQ471707.1,265134
DQ471706.1,265169
DQ471705.1,265129
DQ471704.1,265129
DQ471703.1,265142
DQ471702.1,265129
DQ471701.1,265129
DQ471700.1,160372
DQ471699.1,265141
DQ471698.1,265133
DQ471697.1,160366
DQ471696.1,160366
DQ471695.1,155438
DQ471694.1,69924
DQ471693.1,160365
DQ471692.1,230066
DQ471691.1,265149
DQ471690.1,265146
DQ471689.1,265145
DQ471688.1,265137
DQ471687.1,265155
DQ471686.1,265148
DQ471685.1,265143
DQ471684.1,379496
DQ471683.1,265129
DQ471682.1,265151
DQ471681.1,265135
DQ471680.1,265153
DQ471679.1,265153
DQ471678.1,69926
DQ471677.1,265144
DQ471676.1,265171
AY943494.1,326164
AY943493.1,39344
AY757631.1,140843
AY757630.1,100281
AY757629.1,241235
AY757628.1,312751
AY757627.1,69851
AY757626.1,312728
AY757625.1,312744
AY757624.1,140805
AY757623.1,140846
AY757622.1,69862
AY757621.1,234461
AY757620.1,312757
AY757619.1,312732
AY757618.1,312752
AY757617.1,312742
AY757616.1,312733
AY757615.1,312758
AY757614.1,312747
AY757613.1,69863
AY757612.1,140842
AY757611.1,312746
AY757610.1,312773
AY757609.1,312753
AY757608.1,140802
AY757607.1,312755
AY757606.1,312780
AY757605.1,140869
AY757604.1,312736
AY757603.1,312772
AY757602.1,312754
AY757601.1,312743
AY757600.1,312760
AY757599.1,241234
AY757598.1,312762
AY757597.1,241237
AY757596.1,140816
AY757595.1,140829
AY757594.1,241217
AY757593.1,140851
AY757592.1,100282
AY757591.1,312771
AY757590.1,140788
AY757589.1,312737
AY757588.1,140862
AY757587.1,312770
AY757586.1,312769
AY757585.1,312767
AY757584.1,312729
AY757583.1,140783
AY757582.1,69867
AY757581.1,312779
AY757580.1,100279
AY757579.1,312749
AY757578.1,312759
AY757577.1,312764
AY757576.1,140830
AY757575.1,312735
AY757574.1,312748
AY757573.1,312778
AY757572.1,312768
AY757571.1,312765
AY757570.1,312776
AY740900.1,264723
AY740899.1,264723
AY740898.1,129741
AY740897.1,129741
AY740883.1,310257
AY740882.1,310257
AY740881.1,310257
AY740880.1,129758
AY740879.1,129758
AY740878.1,129758
AY740875.1,310251
AY740874.1,310251
AY740873.1,310251
AY740872.1,310251
AY740871.1,310251
AY740870.1,310251
AY740869.1,293725
AY740868.1,293725
AY740867.1,293725
AY740866.1,293725
AY740865.1,310258
AY740864.1,310258
AY740863.1,310258
AY740862.1,310258
AY740861.1,129749
AY740860.1,129749
AY740859.1,129749
AY740858.1,129749
AY740857.1,293729
AY740856.1,293729
AY740855.1,293729
AY740854.1,293729
AY740853.1,293723
AY740852.1,293723
AY740851.1,293723
AY740850.1,293723
AY740849.1,129751
AY740848.1,129751
AY740847.1,129751
AY740846.1,129751
AY740845.1,310255
AY740844.1,310255
AY740843.1,310254
AY740842.1,310254
AY740841.1,310253
AY740840.1,310253
AY740839.1,310253
AY740838.1,310253
AY740837.1,293724
AY740836.1,293724
AY740835.1,293724
AY740834.1,293724
AY740833.1,310252
AY740832.1,310252
AY740831.1,129743
AY740830.1,129743
AY740829.1,293722
AY740828.1,293722
AY740827.1,310250
AY740826.1,310250
AY740825.1,293726
AY740824.1,293726
AY740823.1,293726
AY740822.1,293726
AY740821.1,310249
AY740820.1,310249
AY740819.1,293727
AY740818.1,293727
AY740817.1,293728
AY740816.1,293728
AY740815.1,293727
AY740814.1,293727
AY740813.1,264723
AY740812.1,264723
AY740811.1,129750
AY740810.1,129750
AY740809.1,129742
AY740808.1,129742
AY740807.1,310256
AY740806.1,310256
AY740805.1,310256
AY740804.1,310256
AY770491.1,301500
AY770490.1,140861
AY770489.1,301499
AY770488.1,301499
AY770487.1,301498
AY770486.1,301498
AY770485.1,301497
AY770484.1,301496
AY770483.1,234464
AY770482.1,234464
AY770481.1,234464
AY770480.1,234464
AY770479.1,301502
AY770478.1,301501
AY770477.1,301495
AY770476.1,301495
AY770475.1,301494
AY770474.1,301492
AY770473.1,301490
AY770472.1,301489
AY770471.1,140808
AY770470.1,241206
AY770469.1,241200
AY770468.1,241199
AY770467.1,301488
AY686723.1,69865
AY686722.1,69862
AY686721.1,299772
AY686720.1,299773
AY686719.1,247937
AY561301.1,159660
AY561299.1,159672
AY561283.1,159683
AY561281.1,159677
AY553708.1,278105
AY553706.1,159655
AY553704.1,159673
AY553702.1,159679
AY553700.1,41554
AY553698.1,159675
AY553696.1,159668
AY553694.1,159682
AY553692.1,159685
AY553690.1,159661
AY553688.1,159680
AY553686.1,159664
AY553684.1,159687
AY553682.1,159666
AY553680.1,278107
AY553678.1,278104
AY553676.1,278106
AY553674.1,159674
AY553672.1,159667
AY553670.1,159670
AY553668.1,278103
AY553666.1,278102
AY553664.1,278101
AY429086.1,159686
AY429085.1,159683
AY429084.1,159678
AY429083.1,159676
AY506640.1,260611
AY506639.1,39344
AY193804.1,227206
AY196733.1,121896
AY195641.1,230072
AY195640.1,230071
AY195639.1,230070
AY195638.1,230070
AY195637.1,230069
AY195636.1,230068
AY195635.1,230067
AY195634.1,230064
AY195633.1,230063
AY170957.1,199520
AY325487.1,247942
AY325486.1,247930
AY325485.1,247941
AY325484.1,247940
AY325483.1,69861
AY325482.1,247938
AY325481.1,247931
AY325480.1,247937
AY325479.1,247935
AY325478.1,247934
AY325477.1,247930
AY325476.1,247933
AY325475.1,247932
AY325474.1,247931
AY325473.1,140852
AY325472.1,247930
AY325471.1,140875
AY325470.1,140852
AY325469.1,247928
AY325468.1,247927
AY325467.1,247926
AY325466.1,140852
AY325465.1,140828
AY325464.1,247925
AY325463.1,140852
AF515596.1,196514
AF515595.1,196516
AF509815.1,195147
AF497657.1,199233
AY091572.1,149633
AF369210.1,182389
AF369209.1,182389
AF369208.1,182386
AF369207.1,182386
AF369206.1,182384
AF369205.1,182384
AF369204.1,182384
AF369203.1,182384
AF369202.1,182384
AF369201.1,182384
AF369200.1,39344
AF369199.1,39344
AF369198.1,39344
AF369197.1,39344
AF369196.1,182382
AF369195.1,39343
AF369194.1,39343
AF369193.1,182378
AF369192.1,182378
AF369191.1,182377
AF369190.1,182380
AF369189.1,182380
AF369188.1,182388
AF369187.1,182388
AF369186.1,182388
AF369185.1,182383
AF369184.1,182387
AF369183.1,182387
AF369182.1,182387
AF369181.1,182387
AF369180.1,182390
AF369179.1,182379
AF369178.1,182379
AF369177.1,182379
AF369176.1,182379
AF369175.1,182379
AF369174.1,182385
AF369173.1,182385
AF369172.1,182385
AF369171.1,182381
AF369170.1,182379
AF369169.1,182394
AF375184.1,160376
AF375183.1,160369
AF375182.1,160368
AF375181.1,160372
AF375180.1,160367
AF375179.1,160380
AF375178.1,160363
AF375177.1,160365
AF375176.1,160378
AF375175.1,160377
AF375174.1,160375
AF375173.1,160366
AF375172.1,160379
AF375171.1,160371
AF375170.1,160373
AF375169.1,160374
AF375168.1,160370
GQ434800.1,495260
GQ434799.1,165345
GQ434543.1,588669
GQ434542.1,588669
GQ434522.1,714451
GQ434498.1,414033
GQ434497.1,414033
GQ434473.1,648881
GQ434371.1,587870
GQ434368.1,119829
GQ434366.1,90167
GQ434365.1,90167
GQ434364.1,714452
GQ434356.1,648866
GQ434355.1,648866
GQ434354.1,648866
GQ434353.1,648866
GU289664.1,649199
GU289663.1,649199
GU289662.1,649199
GU289661.1,649199
GU289660.1,649199
GU289659.1,649199
L10817.1,20419
L10813.1,20416
L10811.1,20412
L10789.1,20422
L10777.1,20413
L10767.1,20406
L10757.1,20401
FJ572044.1,649199
FJ539125.1,588669
EU852042.1,649199
EU785938.1,53749
EU785937.1,53751
EU785936.1,308558
EU057986.1,90037
EF363120.1,442460
EF198157.1,372268
EF198156.1,372268
EF198155.1,372268
EF198154.1,372268
EF198153.1,372268
EF198152.1,372268
EF198151.1,372268
EF114672.1,90037
EF108403.1,183063
EF108396.1,415155
EF103140.1,414033
EF017396.1,408821
EF017395.1,408821
EF017394.1,408821
EF017393.1,408821
EF017392.1,408821
EF017391.1,408821
EF017390.1,408821
EF017389.1,408820
EF017388.1,408820
EF017387.1,408820
DQ403844.1,374740
DQ403843.1,374740
DQ403842.1,374740
DQ403841.1,90174
DQ403840.1,90174
DQ403839.1,90174
DQ403838.1,374739
AY947417.1,183063
AY862583.1,50225
AY862577.1,170733
AY862576.1,50225
AY771705.1,313680
AY773351.1,313914
AY773350.1,313913
AY773349.1,313912
AY773348.1,313911
